bt_date_bt_time,Date,Time,Kitchen Sphere Gateway,In Kitchen
28-03-19 15:33,28-03-19,15:33:20:000000,-85.25641026,0
28-03-19 15:34,28-03-19,15:34:00:000000,-85.6,0
28-03-19 15:34,28-03-19,15:34:40:000000,-85.28947368,0
28-03-19 15:35,28-03-19,15:35:20:000000,-85.87179487,0
28-03-19 15:36,28-03-19,15:36:00:000000,-85.60526316,0
28-03-19 15:36,28-03-19,15:36:40:000000,-85.7,0
28-03-19 15:37,28-03-19,15:37:20:000000,-85.18421053,0
28-03-19 15:38,28-03-19,15:38:00:000000,-85.25641026,0
28-03-19 15:38,28-03-19,15:38:40:000000,-85.30769231,0
28-03-19 15:39,28-03-19,15:39:20:000000,-86.025,0
28-03-19 15:40,28-03-19,15:40:00:000000,-85.875,0
28-03-19 15:40,28-03-19,15:40:40:000000,-85.12820513,0
28-03-19 15:41,28-03-19,15:41:20:000000,-85.375,0
28-03-19 15:42,28-03-19,15:42:00:000000,-85.425,0
28-03-19 15:42,28-03-19,15:42:40:000000,-85.425,0
28-03-19 15:43,28-03-19,15:43:20:000000,-85.35897436,0
28-03-19 15:44,28-03-19,15:44:00:000000,-85.475,0
28-03-19 15:44,28-03-19,15:44:40:000000,-85.125,0
28-03-19 15:45,28-03-19,15:45:20:000000,-85.43589744,0
28-03-19 15:46,28-03-19,15:46:00:000000,-85.4,0
28-03-19 15:46,28-03-19,15:46:40:000000,-84.74358974,0
28-03-19 15:47,28-03-19,15:47:20:000000,-85.64102564,0
28-03-19 15:48,28-03-19,15:48:00:000000,-85.825,0
28-03-19 15:48,28-03-19,15:48:40:000000,-85.25,0
28-03-19 15:49,28-03-19,15:49:20:000000,-85.1,0
28-03-19 15:50,28-03-19,15:50:00:000000,-85.85,0
28-03-19 15:50,28-03-19,15:50:40:000000,-85.84615385,0
28-03-19 15:51,28-03-19,15:51:20:000000,-85.275,0
28-03-19 15:52,28-03-19,15:52:00:000000,-85.45,0
28-03-19 15:52,28-03-19,15:52:40:000000,-85.075,0
28-03-19 15:53,28-03-19,15:53:20:000000,-85.41025641,0
28-03-19 15:54,28-03-19,15:54:00:000000,-85.1,0
28-03-19 15:54,28-03-19,15:54:40:000000,-85.97435897,0
28-03-19 15:55,28-03-19,15:55:20:000000,-85.42105263,0
28-03-19 15:56,28-03-19,15:56:00:000000,-85.72972973,0
28-03-19 15:56,28-03-19,15:56:40:000000,-85.675,0
28-03-19 15:57,28-03-19,15:57:20:000000,-85.55263158,0
28-03-19 15:58,28-03-19,15:58:00:000000,-85.30769231,0
28-03-19 15:58,28-03-19,15:58:40:000000,-85.56410256,0
28-03-19 15:59,28-03-19,15:59:20:000000,-85.45,0
28-03-19 16:00,28-03-19,16:00:00:000000,-85.56410256,0
28-03-19 16:00,28-03-19,16:00:40:000000,-85.33333333,0
28-03-19 16:01,28-03-19,16:01:20:000000,-85.51282051,0
28-03-19 16:02,28-03-19,16:02:00:000000,-86.36842105,0
28-03-19 16:02,28-03-19,16:02:40:000000,-85.17948718,0
28-03-19 16:03,28-03-19,16:03:20:000000,-85.69230769,0
28-03-19 16:04,28-03-19,16:04:00:000000,-85.34210526,0
28-03-19 16:04,28-03-19,16:04:40:000000,-85.75,0
28-03-19 16:05,28-03-19,16:05:20:000000,-85.15789474,0
28-03-19 16:06,28-03-19,16:06:00:000000,-85.375,0
28-03-19 16:06,28-03-19,16:06:40:000000,-85.36842105,0
28-03-19 16:07,28-03-19,16:07:20:000000,-85.17948718,0
28-03-19 16:08,28-03-19,16:08:00:000000,-85.475,0
28-03-19 16:08,28-03-19,16:08:40:000000,-85.425,0
28-03-19 16:09,28-03-19,16:09:20:000000,-85.2,0
28-03-19 16:10,28-03-19,16:10:00:000000,-85.17948718,0
28-03-19 16:10,28-03-19,16:10:40:000000,-86.25641026,0
28-03-19 16:11,28-03-19,16:11:20:000000,-85.525,0
28-03-19 16:12,28-03-19,16:12:00:000000,-85.675,0
28-03-19 16:12,28-03-19,16:12:40:000000,-85.35,0
28-03-19 16:13,28-03-19,16:13:20:000000,-85.53846154,0
28-03-19 16:14,28-03-19,16:14:00:000000,-85.525,0
28-03-19 16:14,28-03-19,16:14:40:000000,-86.13513514,0
28-03-19 16:15,28-03-19,16:15:20:000000,-85.65789474,0
28-03-19 16:16,28-03-19,16:16:00:000000,-85.38461538,0
28-03-19 16:16,28-03-19,16:16:40:000000,-85.30769231,0
28-03-19 16:17,28-03-19,16:17:20:000000,-85.1,0
28-03-19 16:18,28-03-19,16:18:00:000000,-85.69230769,0
28-03-19 16:18,28-03-19,16:18:40:000000,-85.1,0
28-03-19 16:19,28-03-19,16:19:20:000000,-84.94871795,0
28-03-19 16:20,28-03-19,16:20:00:000000,-85.59459459,0
28-03-19 16:20,28-03-19,16:20:40:000000,-85.51282051,0
28-03-19 16:21,28-03-19,16:21:20:000000,-85.28205128,0
28-03-19 16:22,28-03-19,16:22:00:000000,-85.5,0
28-03-19 16:22,28-03-19,16:22:40:000000,-85.84615385,0
28-03-19 16:23,28-03-19,16:23:20:000000,-85.425,0
28-03-19 16:24,28-03-19,16:24:00:000000,-85.3,0
28-03-19 16:24,28-03-19,16:24:40:000000,-85.33333333,0
28-03-19 16:25,28-03-19,16:25:20:000000,-85.74358974,0
28-03-19 16:26,28-03-19,16:26:00:000000,-85.28205128,0
28-03-19 16:26,28-03-19,16:26:40:000000,-85.425,0
28-03-19 16:27,28-03-19,16:27:20:000000,-85.6,0
28-03-19 16:28,28-03-19,16:28:00:000000,-85.45,0
28-03-19 16:28,28-03-19,16:28:40:000000,-85.07692308,0
28-03-19 16:29,28-03-19,16:29:20:000000,-85.15,0
28-03-19 16:30,28-03-19,16:30:00:000000,-86.07894737,0
28-03-19 16:30,28-03-19,16:30:40:000000,-86.12820513,0
28-03-19 16:31,28-03-19,16:31:20:000000,-85.51282051,0
28-03-19 16:32,28-03-19,16:32:00:000000,-85.425,0
28-03-19 16:32,28-03-19,16:32:40:000000,-85.625,0
28-03-19 16:33,28-03-19,16:33:20:000000,-85.21621622,0
28-03-19 16:34,28-03-19,16:34:00:000000,-85.8,0
28-03-19 16:34,28-03-19,16:34:40:000000,-85.64102564,0
28-03-19 16:35,28-03-19,16:35:20:000000,-85.375,0
28-03-19 16:36,28-03-19,16:36:00:000000,-85.20512821,0
28-03-19 16:36,28-03-19,16:36:40:000000,-85.55,0
28-03-19 16:37,28-03-19,16:37:20:000000,-85.25,0
28-03-19 16:38,28-03-19,16:38:00:000000,-85.2,0
28-03-19 16:38,28-03-19,16:38:40:000000,-85.64102564,0
28-03-19 16:39,28-03-19,16:39:20:000000,-85.2,0
28-03-19 16:40,28-03-19,16:40:00:000000,-86.025,0
28-03-19 16:40,28-03-19,16:40:40:000000,-85.33333333,0
28-03-19 16:41,28-03-19,16:41:20:000000,-85.43243243,0
28-03-19 16:42,28-03-19,16:42:00:000000,-85.225,0
28-03-19 16:42,28-03-19,16:42:40:000000,-85.55,0
28-03-19 16:43,28-03-19,16:43:20:000000,-85.475,0
28-03-19 16:44,28-03-19,16:44:00:000000,-85.61538462,0
28-03-19 16:44,28-03-19,16:44:40:000000,-85.925,0
28-03-19 16:45,28-03-19,16:45:20:000000,-85.075,0
28-03-19 16:46,28-03-19,16:46:00:000000,-83.05128205,0
28-03-19 16:46,28-03-19,16:46:40:000000,-81.85,0
28-03-19 16:47,28-03-19,16:47:20:000000,-83.27027027,0
28-03-19 16:48,28-03-19,16:48:00:000000,-82.8974359,0
28-03-19 16:48,28-03-19,16:48:40:000000,-83.64102564,0
28-03-19 16:49,28-03-19,16:49:20:000000,-83.15,0
28-03-19 16:50,28-03-19,16:50:00:000000,-84.2,0
28-03-19 16:50,28-03-19,16:50:40:000000,-83.425,0
28-03-19 16:51,28-03-19,16:51:20:000000,-83.625,0
28-03-19 16:52,28-03-19,16:52:00:000000,-83.525,0
28-03-19 16:52,28-03-19,16:52:40:000000,-83.64102564,0
28-03-19 16:53,28-03-19,16:53:20:000000,-79.53846154,0
28-03-19 16:54,28-03-19,16:54:00:000000,-80.275,0
28-03-19 16:54,28-03-19,16:54:40:000000,-80.575,0
28-03-19 16:55,28-03-19,16:55:20:000000,-80.875,0
28-03-19 16:56,28-03-19,16:56:00:000000,-80.3,0
28-03-19 16:56,28-03-19,16:56:40:000000,-80.65,0
28-03-19 16:57,28-03-19,16:57:20:000000,-80.675,0
28-03-19 16:58,28-03-19,16:58:00:000000,-81.475,0
28-03-19 16:58,28-03-19,16:58:40:000000,-82.97435897,0
28-03-19 16:59,28-03-19,16:59:20:000000,-84.2,0
28-03-19 17:00,28-03-19,17:00:00:000000,-86.2,0
28-03-19 17:00,28-03-19,17:00:40:000000,-82.48717949,0
28-03-19 17:01,28-03-19,17:01:20:000000,-81.20512821,0
28-03-19 17:02,28-03-19,17:02:00:000000,-82.175,0
28-03-19 17:02,28-03-19,17:02:40:000000,-80.975,0
28-03-19 17:03,28-03-19,17:03:20:000000,-83.25,0
28-03-19 17:04,28-03-19,17:04:00:000000,-83.875,0
28-03-19 17:04,28-03-19,17:04:40:000000,-81.675,0
28-03-19 17:05,28-03-19,17:05:20:000000,-79.825,0
28-03-19 17:06,28-03-19,17:06:00:000000,-80.825,0
28-03-19 17:06,28-03-19,17:06:40:000000,-83.30769231,0
28-03-19 17:07,28-03-19,17:07:20:000000,-82.87096774,0
28-03-19 17:08,28-03-19,17:08:00:000000,-83.86206897,0
28-03-19 17:08,28-03-19,17:08:40:000000,-83.55,0
28-03-19 17:09,28-03-19,17:09:20:000000,-83.35483871,0
28-03-19 17:10,28-03-19,17:10:00:000000,-84.375,0
28-03-19 17:10,28-03-19,17:10:40:000000,-83.33333333,0
28-03-19 17:11,28-03-19,17:11:20:000000,-81.61764706,0
28-03-19 17:12,28-03-19,17:12:00:000000,-82.88888889,0
28-03-19 17:12,28-03-19,17:12:40:000000,-80.96,0
28-03-19 17:13,28-03-19,17:13:20:000000,-81.97368421,0
28-03-19 17:14,28-03-19,17:14:00:000000,-81.81578947,0
28-03-19 17:14,28-03-19,17:14:40:000000,-82,0
28-03-19 17:15,28-03-19,17:15:20:000000,-82.72972973,0
28-03-19 17:16,28-03-19,17:16:00:000000,-82.06451613,0
28-03-19 17:16,28-03-19,17:16:40:000000,-79.07692308,0
28-03-19 17:17,28-03-19,17:17:20:000000,-68.64705882,0
28-03-19 17:18,28-03-19,17:18:00:000000,-64.8125,0
28-03-19 17:18,28-03-19,17:18:40:000000,-63.57692308,0
28-03-19 17:19,28-03-19,17:19:20:000000,-60.15,0
28-03-19 17:20,28-03-19,17:20:00:000000,-62.14285714,0
28-03-19 17:20,28-03-19,17:20:40:000000,-64.9,0
28-03-19 17:21,28-03-19,17:21:20:000000,-62.85714286,0
28-03-19 17:22,28-03-19,17:22:00:000000,-78.65625,0
28-03-19 17:22,28-03-19,17:22:40:000000,-81.03030303,0
28-03-19 17:23,28-03-19,17:23:20:000000,-78.55172414,0
28-03-19 17:24,28-03-19,17:24:00:000000,-80.52941176,0
28-03-19 17:24,28-03-19,17:24:40:000000,-76.7,0
28-03-19 17:25,28-03-19,17:25:20:000000,-67.25,0
28-03-19 17:26,28-03-19,17:26:00:000000,-74.71875,0
28-03-19 17:26,28-03-19,17:26:40:000000,-77.76923077,0
28-03-19 17:27,28-03-19,17:27:20:000000,-78.77777778,0
28-03-19 17:28,28-03-19,17:28:00:000000,-65.70967742,0
28-03-19 17:28,28-03-19,17:28:40:000000,-59.35483871,0
28-03-19 17:29,28-03-19,17:29:20:000000,-62.70967742,0
28-03-19 17:30,28-03-19,17:30:00:000000,-64.79411765,0
28-03-19 17:30,28-03-19,17:30:40:000000,-71.57894737,0
28-03-19 17:31,28-03-19,17:31:20:000000,-66.45714286,0
28-03-19 17:32,28-03-19,17:32:00:000000,-74.47368421,0
28-03-19 17:32,28-03-19,17:32:40:000000,-72.55,0
28-03-19 17:33,28-03-19,17:33:20:000000,-66.33333333,0
28-03-19 17:34,28-03-19,17:34:00:000000,-65.275,0
28-03-19 17:34,28-03-19,17:34:40:000000,-62.81578947,0
28-03-19 17:35,28-03-19,17:35:20:000000,-67.34482759,0
28-03-19 17:36,28-03-19,17:36:00:000000,-65.425,0
28-03-19 17:36,28-03-19,17:36:40:000000,-61.71794872,0
28-03-19 17:37,28-03-19,17:37:20:000000,-64,0
28-03-19 17:38,28-03-19,17:38:00:000000,-67.36363636,0
28-03-19 17:38,28-03-19,17:38:40:000000,-68.91891892,0
28-03-19 17:39,28-03-19,17:39:20:000000,-61.10526316,0
28-03-19 17:40,28-03-19,17:40:00:000000,-68.38461538,0
28-03-19 17:40,28-03-19,17:40:40:000000,-68.86842105,0
28-03-19 17:41,28-03-19,17:41:20:000000,-63.64,0
28-03-19 17:42,28-03-19,17:42:00:000000,-63.82051282,0
28-03-19 17:42,28-03-19,17:42:40:000000,-63.32432432,0
28-03-19 17:43,28-03-19,17:43:20:000000,-59.96,0
28-03-19 17:44,28-03-19,17:44:00:000000,-68.05,0
28-03-19 17:44,28-03-19,17:44:40:000000,-76.13793103,0
28-03-19 17:45,28-03-19,17:45:20:000000,-76.57692308,0
28-03-19 17:46,28-03-19,17:46:00:000000,-69.41666667,1
28-03-19 17:46,28-03-19,17:46:40:000000,-63.66666667,1
28-03-19 17:47,28-03-19,17:47:20:000000,-69.22580645,1
28-03-19 17:48,28-03-19,17:48:00:000000,-58.4516129,1
28-03-19 17:48,28-03-19,17:48:40:000000,-70.5,0
28-03-19 17:49,28-03-19,17:49:20:000000,-64.31578947,1
28-03-19 17:50,28-03-19,17:50:00:000000,-66.64,1
28-03-19 17:50,28-03-19,17:50:40:000000,-71.23529412,0
28-03-19 17:51,28-03-19,17:51:20:000000,-74.14285714,0
28-03-19 17:52,28-03-19,17:52:00:000000,-78.66666667,0
28-03-19 17:52,28-03-19,17:52:40:000000,-79.125,0
28-03-19 17:53,28-03-19,17:53:20:000000,-68.8125,1
28-03-19 17:54,28-03-19,17:54:00:000000,-73,1
28-03-19 17:54,28-03-19,17:54:40:000000,-66.16129032,1
28-03-19 17:55,28-03-19,17:55:20:000000,-63.40909091,1
28-03-19 17:56,28-03-19,17:56:00:000000,-60.40909091,1
28-03-19 17:56,28-03-19,17:56:40:000000,-73.625,1
28-03-19 17:57,28-03-19,17:57:20:000000,-72,1
28-03-19 17:58,28-03-19,17:58:00:000000,-69.52777778,1
28-03-19 17:58,28-03-19,17:58:40:000000,-74.32,1
28-03-19 17:59,28-03-19,17:59:20:000000,-79.60526316,1
28-03-19 18:00,28-03-19,18:00:00:000000,-79.22727273,0
28-03-19 18:00,28-03-19,18:00:40:000000,-78.27272727,0
28-03-19 18:01,28-03-19,18:01:20:000000,-80.80555556,0
28-03-19 18:02,28-03-19,18:02:00:000000,-80.5,0
28-03-19 18:02,28-03-19,18:02:40:000000,-79.48648649,0
28-03-19 18:03,28-03-19,18:03:20:000000,-79.39473684,0
28-03-19 18:04,28-03-19,18:04:00:000000,-79.04166667,0
28-03-19 18:04,28-03-19,18:04:40:000000,-70.06666667,0
28-03-19 18:05,28-03-19,18:05:20:000000,-66.28125,1
28-03-19 18:06,28-03-19,18:06:00:000000,-67.40540541,1
28-03-19 18:06,28-03-19,18:06:40:000000,-66.11538462,1
28-03-19 18:07,28-03-19,18:07:20:000000,-63.52,1
28-03-19 18:08,28-03-19,18:08:00:000000,-64.775,1
28-03-19 18:08,28-03-19,18:08:40:000000,-62.04166667,1
28-03-19 18:09,28-03-19,18:09:20:000000,-63.51851852,1
28-03-19 18:10,28-03-19,18:10:00:000000,-73.30555556,1
28-03-19 18:10,28-03-19,18:10:40:000000,-81.53571429,1
28-03-19 18:11,28-03-19,18:11:20:000000,-70.08108108,1
28-03-19 18:12,28-03-19,18:12:00:000000,-67.79310345,1
28-03-19 18:12,28-03-19,18:12:40:000000,-68.42857143,1
28-03-19 18:13,28-03-19,18:13:20:000000,-63.75,0
28-03-19 18:14,28-03-19,18:14:00:000000,-68.625,0
28-03-19 18:14,28-03-19,18:14:40:000000,-62.54054054,0
28-03-19 18:15,28-03-19,18:15:20:000000,-73.31578947,1
28-03-19 18:16,28-03-19,18:16:00:000000,-82.58823529,1
28-03-19 18:16,28-03-19,18:16:40:000000,-84.31578947,1
28-03-19 18:17,28-03-19,18:17:20:000000,-83.92105263,1
28-03-19 18:18,28-03-19,18:18:00:000000,-84.34210526,1
28-03-19 18:18,28-03-19,18:18:40:000000,-85.19354839,1
28-03-19 18:19,28-03-19,18:19:20:000000,-84.32432432,1
28-03-19 18:20,28-03-19,18:20:00:000000,-84.42105263,1
28-03-19 18:20,28-03-19,18:20:40:000000,-85.5625,1
28-03-19 18:21,28-03-19,18:21:20:000000,-84.5,0
28-03-19 18:22,28-03-19,18:22:00:000000,-83.4,0
28-03-19 18:22,28-03-19,18:22:40:000000,-83.31818182,0
28-03-19 18:23,28-03-19,18:23:20:000000,-84.32432432,1
28-03-19 18:24,28-03-19,18:24:00:000000,-84.375,1
28-03-19 18:24,28-03-19,18:24:40:000000,-85.27777778,1
28-03-19 18:25,28-03-19,18:25:20:000000,-84.22857143,1
28-03-19 18:26,28-03-19,18:26:00:000000,-83.75,1
28-03-19 18:26,28-03-19,18:26:40:000000,-84.32258065,1
28-03-19 18:27,28-03-19,18:27:20:000000,-86.30434783,1
28-03-19 18:28,28-03-19,18:28:00:000000,-83.8125,1
28-03-19 18:28,28-03-19,18:28:40:000000,-84.72222222,0
28-03-19 18:29,28-03-19,18:29:20:000000,-82.92857143,0
28-03-19 18:30,28-03-19,18:30:00:000000,-84.15384615,0
28-03-19 18:30,28-03-19,18:30:40:000000,-84.80769231,0
28-03-19 18:31,28-03-19,18:31:20:000000,-85.57142857,0
28-03-19 18:32,28-03-19,18:32:00:000000,-84,0
28-03-19 18:32,28-03-19,18:32:40:000000,-83.625,0
28-03-19 18:33,28-03-19,18:33:20:000000,-83.90909091,0
28-03-19 18:34,28-03-19,18:34:00:000000,-83.5862069,0
28-03-19 18:34,28-03-19,18:34:40:000000,-85.45454545,0
28-03-19 18:35,28-03-19,18:35:20:000000,-83.70588235,0
28-03-19 18:36,28-03-19,18:36:00:000000,-83.88888889,0
28-03-19 18:36,28-03-19,18:36:40:000000,-83.90909091,1
28-03-19 18:37,28-03-19,18:37:20:000000,-84.85714286,1
28-03-19 18:38,28-03-19,18:38:00:000000,-84.375,1
28-03-19 18:38,28-03-19,18:38:40:000000,-84.725,1
28-03-19 18:39,28-03-19,18:39:20:000000,-84.15625,1
28-03-19 18:40,28-03-19,18:40:00:000000,-84.6,1
28-03-19 18:40,28-03-19,18:40:40:000000,-85.25,1
28-03-19 18:41,28-03-19,18:41:20:000000,-84.65217391,1
28-03-19 18:42,28-03-19,18:42:00:000000,-83.42307692,0
28-03-19 18:42,28-03-19,18:42:40:000000,-85.36363636,0
28-03-19 18:43,28-03-19,18:43:20:000000,-85.225,1
28-03-19 18:44,28-03-19,18:44:00:000000,-84.075,1
28-03-19 18:44,28-03-19,18:44:40:000000,-84.03030303,1
28-03-19 18:45,28-03-19,18:45:20:000000,-84.45,1
28-03-19 18:46,28-03-19,18:46:00:000000,-84.16666667,1
28-03-19 18:46,28-03-19,18:46:40:000000,-84.51851852,1
28-03-19 18:47,28-03-19,18:47:20:000000,-84.53125,1
28-03-19 18:48,28-03-19,18:48:00:000000,-84.9047619,0
28-03-19 18:48,28-03-19,18:48:40:000000,-84.41666667,0
28-03-19 18:49,28-03-19,18:49:20:000000,-84.85185185,0
28-03-19 18:50,28-03-19,18:50:00:000000,-84.81578947,0
28-03-19 18:50,28-03-19,18:50:40:000000,-83.925,0
28-03-19 18:51,28-03-19,18:51:20:000000,-84.69230769,0
28-03-19 18:52,28-03-19,18:52:00:000000,-84.41025641,0
28-03-19 18:52,28-03-19,18:52:40:000000,-84.23076923,0
28-03-19 18:53,28-03-19,18:53:20:000000,-84.575,0
28-03-19 18:54,28-03-19,18:54:00:000000,-85,0
28-03-19 18:54,28-03-19,18:54:40:000000,-84.82051282,0
28-03-19 18:55,28-03-19,18:55:20:000000,-84.23076923,0
28-03-19 18:56,28-03-19,18:56:00:000000,-84.4,0
28-03-19 18:56,28-03-19,18:56:40:000000,-84.875,0
28-03-19 18:57,28-03-19,18:57:20:000000,-83.79487179,0
28-03-19 18:58,28-03-19,18:58:00:000000,-84.575,0
28-03-19 18:58,28-03-19,18:58:40:000000,-84.25,0
28-03-19 18:59,28-03-19,18:59:20:000000,-84.975,0
28-03-19 19:00,28-03-19,19:00:00:000000,-84.575,0
28-03-19 19:00,28-03-19,19:00:40:000000,-85.2,0
28-03-19 19:01,28-03-19,19:01:20:000000,-83.55,0
28-03-19 19:02,28-03-19,19:02:00:000000,-84.15384615,0
28-03-19 19:02,28-03-19,19:02:40:000000,-83.8,0
28-03-19 19:03,28-03-19,19:03:20:000000,-83.85,0
28-03-19 19:04,28-03-19,19:04:00:000000,-83.875,0
28-03-19 19:04,28-03-19,19:04:40:000000,-84.2,0
28-03-19 19:05,28-03-19,19:05:20:000000,-83.75,0
28-03-19 19:06,28-03-19,19:06:00:000000,-84.15384615,0
28-03-19 19:06,28-03-19,19:06:40:000000,-83.5,0
28-03-19 19:07,28-03-19,19:07:20:000000,-85,0
28-03-19 19:08,28-03-19,19:08:00:000000,-84.375,0
28-03-19 19:08,28-03-19,19:08:40:000000,-83.575,0
28-03-19 19:09,28-03-19,19:09:20:000000,-84.15384615,0
28-03-19 19:10,28-03-19,19:10:00:000000,-84.46153846,0
28-03-19 19:10,28-03-19,19:10:40:000000,-83.33333333,0
28-03-19 19:11,28-03-19,19:11:20:000000,-84.125,0
28-03-19 19:12,28-03-19,19:12:00:000000,-85.1,0
28-03-19 19:12,28-03-19,19:12:40:000000,-83.71052632,0
28-03-19 19:13,28-03-19,19:13:20:000000,-83.825,0
28-03-19 19:14,28-03-19,19:14:00:000000,-84.25641026,0
28-03-19 19:14,28-03-19,19:14:40:000000,-84.61538462,0
28-03-19 19:15,28-03-19,19:15:20:000000,-84.17948718,0
28-03-19 19:16,28-03-19,19:16:00:000000,-84.175,0
28-03-19 19:16,28-03-19,19:16:40:000000,-84.2,0
28-03-19 19:17,28-03-19,19:17:20:000000,-83.275,0
28-03-19 19:18,28-03-19,19:18:00:000000,-84.2,0
28-03-19 19:18,28-03-19,19:18:40:000000,-84.35897436,0
28-03-19 19:19,28-03-19,19:19:20:000000,-83.92307692,0
28-03-19 19:20,28-03-19,19:20:00:000000,-84.625,0
28-03-19 19:20,28-03-19,19:20:40:000000,-83.61538462,0
28-03-19 19:21,28-03-19,19:21:20:000000,-83.55,0
28-03-19 19:22,28-03-19,19:22:00:000000,-84.3,0
28-03-19 19:22,28-03-19,19:22:40:000000,-83.6,0
28-03-19 19:23,28-03-19,19:23:20:000000,-83.25,0
28-03-19 19:24,28-03-19,19:24:00:000000,-84.9,0
28-03-19 19:24,28-03-19,19:24:40:000000,-84.575,0
28-03-19 19:25,28-03-19,19:25:20:000000,-84.925,0
28-03-19 19:26,28-03-19,19:26:00:000000,-84.575,0
28-03-19 19:26,28-03-19,19:26:40:000000,-84.85,0
28-03-19 19:27,28-03-19,19:27:20:000000,-84.23076923,0
28-03-19 19:28,28-03-19,19:28:00:000000,-84.17948718,0
28-03-19 19:28,28-03-19,19:28:40:000000,-84.475,0
28-03-19 19:29,28-03-19,19:29:20:000000,-84.525,0
28-03-19 19:30,28-03-19,19:30:00:000000,-83.775,0
28-03-19 19:30,28-03-19,19:30:40:000000,-85.25,0
28-03-19 19:31,28-03-19,19:31:20:000000,-83.7,0
28-03-19 19:32,28-03-19,19:32:00:000000,-83.575,0
28-03-19 19:32,28-03-19,19:32:40:000000,-83.575,0
28-03-19 19:33,28-03-19,19:33:20:000000,-84.85,0
28-03-19 19:34,28-03-19,19:34:00:000000,-83.775,0
28-03-19 19:34,28-03-19,19:34:40:000000,-84.45,0
28-03-19 19:35,28-03-19,19:35:20:000000,-84.65,0
28-03-19 19:36,28-03-19,19:36:00:000000,-83.8,0
28-03-19 19:36,28-03-19,19:36:40:000000,-84.1,0
28-03-19 19:37,28-03-19,19:37:20:000000,-84.7,0
28-03-19 19:38,28-03-19,19:38:00:000000,-84.33333333,0
28-03-19 19:38,28-03-19,19:38:40:000000,-83.71052632,0
28-03-19 19:39,28-03-19,19:39:20:000000,-84.69230769,0
28-03-19 19:40,28-03-19,19:40:00:000000,-84.35,0
